"","X","Y","pa","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"525",-111.301840035137,34.304157663413,"0",13.2,17.9,4.7,718.6,33.3,-4.1,37.4,22.2,16,22.7,4.4,549,81,10,43,195,51,157,159
"526",-106.958208993393,37.3938778004261,"0",2.6,17.9,4.3,800,23.4,-17.8,41.2,12.3,6.2,12.8,-7.7,589,74,27,25,193,99,164,136
"527",-109.001667129773,31.8806931306041,"0",16,18.9,4.9,719.6,35.3,-2.7,38,24.4,19.9,25.3,6.9,296,66,4,77,163,19,135,57
"528",-109.621760315959,38.6648653356574,"0",12.4,16.3,3.6,954.3,35.8,-8.4,44.2,19.3,0,24.7,0,230,28,11,23,73,45,56,45
"529",-101.237823380082,37.3061511807845,"0",12.8,16.2,3.8,929.7,34.2,-8.4,42.6,22.4,0.8,24.8,0.8,460,76,9,62,216,30,199,30
"530",-108.719464342936,42.1724091007123,"0",4.1,15.7,3.6,931.1,27.5,-15.2,42.7,8.6,-7.7,16.3,-7.7,254,38,14,29,92,47,65,47
"531",-104.785530961675,37.6798485512323,"0",10.2,17,4.3,785.5,30.9,-8.2,39.1,20.6,0.4,20.6,0.4,401,59,15,40,151,56,151,56
"532",-104.500616644117,33.0916619126609,"0",15.6,17.4,4.4,785.5,34.3,-4.4,38.7,24.5,7.4,25.6,5.4,314,57,9,64,155,30,140,33
"533",-109.960073679443,36.5138339834594,"0",11.4,15,3.7,866.6,32.5,-7.1,39.6,21.9,15.4,22.7,0.4,236,32,7,35,84,31,67,54
"534",-113.325822546278,34.3934853216709,"0",16.5,17,4.6,722.2,36.1,-0.2,36.3,25.8,19.1,26.2,8,340,52,5,45,118,26,92,105
"535",-112.966964766472,35.152638273481,"0",10.7,18,4.8,702.6,31,-6,37,19.6,13.4,20.1,2.2,389,67,11,48,157,42,135,100
"536",-104.39046738346,35.7528718783654,"0",11.6,17.7,4.4,792.5,31.4,-8.3,39.7,21.9,1.4,21.9,1.4,384,73,8,68,192,29,192,29
"537",-109.749626768253,42.3464214831997,"0",2.1,18.2,3.8,981.7,26.9,-20.5,47.4,12.1,-10.8,14.7,-10.8,227,33,11,35,83,35,71,35
"538",-102.499583629722,38.1417548125919,"0",11.5,18,4,940.8,34,-11,45,21.3,-0.6,23.6,-0.6,363,61,7,65,177,23,166,23
"539",-107.632254076201,32.5920740302868,"0",13.6,18,4.8,718.4,32.5,-4.6,37.1,22.1,12.9,23,4.6,328,69,5,76,184,22,153,55
"540",-107.698321497553,39.0458526973109,"0",0.1,15.2,4,774.1,19.8,-18.1,37.9,-6.3,3,10.1,-9.4,674,76,34,17,187,141,153,174
"541",-104.763680686919,39.6482613417862,"0",9.5,15.7,3.9,827.3,30.6,-9.1,39.7,17.9,-0.6,20.5,-0.6,413,69,12,52,180,40,158,40
"542",-113.624374097093,37.890749870002,"0",9.4,17.1,4.1,850.7,31.7,-9.7,41.4,19.9,13.1,20.5,-1.5,263,30,11,24,82,53,68,55
"543",-112.211189260374,36.0097963505042,"0",8.9,16.5,4.4,732.7,29.1,-7.7,36.8,18.1,11.9,18.5,0,378,53,13,34,126,52,109,101
"544",-106.695582453583,37.2240692169858,"0",0.2,14.8,4.2,700.3,18.3,-16.4,34.7,8.9,2.9,9.4,-8.2,926,102,41,23,266,150,230,246
"545",-106.041006385271,34.3696195485665,"0",11.1,17.4,4.5,756.6,31.1,-7,38.1,20,6.3,21,1.5,369,72,15,61,182,50,165,58
"546",-104.117135106505,32.8969296443533,"0",15.5,17.7,4.5,775.4,34.3,-4.6,38.9,24.3,7.4,25.4,5.4,340,60,9,65,167,30,148,32
"547",-114.606792646228,38.18770585394,"0",9.1,16.6,4.1,806.5,31.2,-8.9,40.1,3.6,12.3,19.9,-0.8,303,32,14,17,86,64,72,75
"548",-109.806042648964,31.0488240326243,"0",15.1,17.1,4.9,627.2,33.1,-1.4,34.5,22.2,14.1,23.1,7.1,443,120,6,92,260,40,245,79
"549",-116.53704870021,36.5588555191575,"0",18.5,16.2,3.9,867.9,39.9,-0.8,40.7,9.8,22.6,29.8,7.6,98,15,3,39,37,15,21,37
"550",-106.013044938844,34.6729820882241,"0",10.8,18.3,4.5,781.6,31.7,-8.1,39.8,20.1,2.6,21,0.8,328,62,14,57,157,44,142,49
"551",-113.969824797774,38.9080094044247,"0",9.5,17.7,4.1,853,33,-9.9,42.9,8.1,-1.1,20.9,-1.1,239,25,12,22,72,42,61,42
"552",-104.176051865696,38.4336681116635,"0",10.3,17.7,4.1,881.2,32.4,-10.6,43,21.9,-0.8,21.9,-0.8,308,59,6,69,152,21,152,21
"553",-106.251393071444,38.7387655263966,"0",-1.2,15,3.9,799.3,18.3,-19.8,38.1,8.7,2,9.2,-11.1,611,71,39,19,189,132,179,145
"554",-105.873714671175,40.4312711906884,"0",-0.2,14.4,4,756,19.5,-16.2,35.7,-2.2,0.9,9.7,-9.3,649,66,41,13,186,140,174,149
"555",-116.702096881164,35.6852125151334,"0",18.6,16,4,837.5,39.8,-0.1,39.9,10.2,22.4,29.6,8.2,93,14,2,46,37,10,21,36
"556",-113.995644896977,41.3988511069505,"0",8.5,15.4,3.6,902.9,32.2,-10.3,42.5,12.5,-3,20.4,-3,213,29,13,27,74,41,60,41
"557",-104.145474555263,34.5347063017443,"0",13.9,17.3,4.4,778.3,33.1,-5.5,38.6,23,4,24,4,371,71,9,67,182,31,180,31
"558",-104.601047799011,35.4540659644515,"0",12.4,17.7,4.4,782.5,32.2,-7.3,39.5,21.7,2.4,22.6,2.4,372,72,9,66,184,32,183,32
"559",-110.749807705648,34.5716346935826,"0",9.6,16.8,4.4,740.4,29.4,-8.1,37.5,18.8,12.7,19.4,0.4,455,74,10,49,191,45,155,108
"560",-104.43111189541,36.8794210442025,"0",9,16.5,4.3,764.3,28.5,-9.6,38.1,19,-0.5,19,-0.5,385,75,9,70,195,30,195,30
"561",-106.512149415908,39.2367286224326,"0",-1.4,14.3,3.8,780,17.9,-18.8,36.7,8.4,0.1,8.8,-10.8,622,64,38,16,174,137,165,160
"562",-110.64393050892,36.3867646609244,"0",11,14.5,3.7,848.5,31.6,-6.8,38.4,21.3,14.9,22.1,0.3,232,33,7,34,84,32,68,53
"563",-108.65278383393,31.3049763273984,"0",15.5,18.4,5,664.6,34.5,-2.3,36.8,22.8,19.7,23.8,7.1,345,80,4,77,191,24,160,67
"564",-104.339028575888,37.9184701414624,"0",10.8,17.7,4.2,852,32.5,-9.5,42,22,0.1,22,0.1,338,56,10,52,145,34,145,34
"565",-110.440437430109,39.3757941062102,"0",9.1,16.5,3.6,966.9,32.6,-12.4,45,16.2,-2.4,21.5,-3.6,219,26,13,23,73,41,62,41
"566",-110.447661781551,39.1862196609843,"0",9.4,16.5,3.6,959.9,32.8,-12,44.8,16.5,-3.2,21.7,-3.2,214,26,13,26,73,40,61,40
"567",-102.38217036113,35.3701751955063,"0",13.5,16.4,4.1,819.9,32.9,-6.4,39.3,24.1,3,24.1,3,470,74,13,57,211,42,211,42
"568",-109.721687179861,37.1934704960927,"0",12.6,16.5,3.8,929.5,35.2,-7.6,42.8,19.3,17.3,24.6,0.6,198,26,6,30,68,29,48,49
"569",-111.12397708325,34.1644079768533,"0",12.8,17.5,4.7,708.1,32.5,-4.3,36.8,21.8,15.6,22.2,4.2,544,81,10,43,194,48,157,155
"570",-103.048938719974,35.7485257566416,"0",12.8,17.1,4.2,818.5,32.6,-7.4,40,23.4,2.2,23.4,2.2,412,73,8,68,202,28,202,28
"571",-107.927608674375,36.2344032380128,"0",9.7,16.3,4,857.7,31.1,-9.6,40.7,20,13.8,20.8,-1.3,247,40,12,43,103,39,87,43
"572",-104.413360973464,31.8059935006749,"0",16.9,16,4.5,714.6,34.1,-1.2,35.3,24.8,12.7,25.9,7.5,278,56,6,70,138,22,123,27
"573",-106.938617140875,39.2043762806116,"0",0.2,16.2,4,825.5,20.9,-19.5,40.4,10.3,3.6,10.7,-10.2,529,53,33,14,149,113,138,138
"574",-107.649381996369,40.7185533150346,"0",4.5,17,3.9,902.6,27.9,-15.5,43.4,3.6,-5.5,16.2,-7.2,402,39,26,12,112,88,98,88
"575",-112.037370928649,34.8501440684841,"0",15.3,17.8,4.6,742.5,35.8,-2.3,38.1,24.6,18.4,25.1,6.2,401,58,9,40,147,44,116,104
"576",-106.29329570598,35.3438490144033,"0",11.6,16.7,4.2,813.8,32.1,-6.8,38.9,21.3,1.4,22.2,1.4,298,53,13,51,135,44,122,44
"577",-105.915451193395,34.6685542732659,"0",10.8,18.1,4.5,785.8,31.6,-8.1,39.7,20.1,2.5,21,0.7,321,64,12,62,159,39,145,44
"578",-105.455011706937,39.7958886097814,"0",2.7,15.8,4.3,729.7,22.6,-14.1,36.7,12.4,-6.1,12.4,-6.1,536,63,29,27,173,93,173,93
"579",-114.152311042612,33.4169705817049,"0",21.5,15,4.2,755.3,40.3,4.7,35.6,31,24.5,31.4,12.2,151,25,1,52,60,8,41,45
"580",-103.292981937511,34.3401497921679,"0",14,15.9,4.2,782.6,32.4,-4.9,37.3,24,3.9,24,3.9,397,68,10,66,197,33,197,33
"581",-114.161863123618,37.9789164696759,"0",8.4,16.1,4.1,802.1,30.2,-9,39.2,18.6,11.5,19.2,-1.3,334,36,13,20,96,66,80,82
"582",-105.248511281606,41.4674623280298,"0",5.8,14.8,3.9,803.5,26.9,-10.7,37.6,13.9,-3.9,16.6,-3.9,364,60,11,52,161,35,137,35
"583",-112.2343287095,34.5692792683082,"0",14,16.8,4.6,720.9,33.4,-2.9,36.3,23,16.8,23.5,5.2,450,75,10,48,181,44,149,117
"584",-108.469181591498,34.8126774921514,"0",8.2,18.8,4.7,754.1,28.9,-10.9,39.8,17.5,11.6,18.1,-1.3,350,66,13,54,162,42,136,68
"585",-108.443633977465,41.3631503006433,"0",4.8,16.5,3.9,885.9,28.2,-14,42.2,13.7,-6.5,16.4,-6.5,233,30,12,28,78,37,69,37
"586",-103.746858672127,36.9619126614102,"0",10.5,16.8,4.2,799.9,30.5,-8.7,39.2,20.9,0.4,20.9,0.4,400,73,9,63,185,31,185,31
"587",-106.727030431826,34.7474687295642,"0",13,19.1,4.6,823.6,34,-7.4,41.4,22.6,4.7,23.6,2.4,218,42,9,55,103,30,88,31
"588",-106.235032411313,36.206757414366,"0",10.3,17.4,4.2,826.6,31.4,-9.6,41,20.2,-0.4,21,-0.4,263,50,9,57,125,32,112,32
"589",-108.781599276008,36.6633826299077,"0",11.1,17.3,4,879.5,33.2,-9.1,42.3,17.6,15.4,22.4,-0.3,217,30,7,34,80,31,61,49
"590",-110.349123515833,39.2988014895726,"0",9.9,17.2,3.7,987.2,33.9,-12.4,46.3,17,-3.2,22.4,-3.2,200,23,12,24,67,37,55,37
"591",-103.289957003472,36.0741588360504,"0",12.5,17,4.2,815,32.6,-7.3,39.9,23,2,23,2,380,71,6,72,189,22,189,22
"592",-102.683056813429,35.9632382916772,"0",13,16.7,4.1,830.5,32.8,-7,39.8,23.8,2.4,23.8,2.4,415,69,9,65,197,29,197,29
"593",-112.21955772397,40.7907283844926,"0",11.3,11.7,2.9,932.5,33,-6.2,39.2,10.2,23.7,23.7,-0.5,382,50,20,28,134,69,69,77
"594",-107.371041562651,41.0541621306953,"0",4.5,16.1,3.8,890.8,27.4,-14.3,41.7,3.3,-6.9,16,-6.9,363,38,23,14,103,75,92,75
"595",-111.056712560325,33.6225264284353,"0",19.1,15.3,4.2,768.5,38,2.1,35.9,9.6,22.5,29.1,9.6,436,60,7,45,145,32,110,145
"596",-112.754419145555,39.541689284685,"0",10.2,16.6,3.7,943.6,34.4,-9.9,44.3,9.3,22.6,22.6,-1.8,189,24,12,23,64,38,38,40
"597",-113.391227997894,41.9840037420561,"0",5.6,14.7,3.6,836.1,27.8,-12,39.8,8.8,12.3,16.6,-4.8,373,45,25,17,114,78,96,92
"598",-110.458688989429,38.6252840040147,"0",10.8,17.3,3.7,969.6,34.6,-11.2,45.8,17.8,-1.8,23.3,-1.8,177,24,9,31,64,31,52,31
