"X","Y","pa","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
-111.781534,34.863619,"1",15.1,17.1,4.6,733.8,35.2,-1.9,37.1,24.2,18.1,24.8,6.1,476,58,9,37,153,52,117,136
-110.540774,36.686404,"1",10.4,13.4,3.6,841.1,30.6,-6.6,37.2,20.7,14.2,21.5,-0.1,267,36,8,33,94,36,76,62
-111.298753,38.298783,"1",9,15.6,3.8,861.7,30.5,-10.3,40.8,19.5,-2,20.3,-2,211,33,11,38,84,34,72,34
-112.093334,35.820043,"1",9.3,16.4,4.4,733.9,29.4,-7.4,36.8,18.5,12.3,18.9,0.3,380,55,12,36,133,50,113,99
-112.488604,36.459096,"1",9.1,16.1,4.3,750.6,29.6,-7.6,37.2,1.1,12.1,19.1,0,390,50,13,31,120,55,104,110
-107.870959,36.541877,"1",9.9,15.6,3.8,865.4,31.4,-9.2,40.6,20.3,14,21.1,-1.2,278,41,13,34,103,44,87,56
-105.893233,33.399247,"1",11.6,16.3,4.6,702,29.4,-5.6,35,19.8,10.9,20.8,2.8,392,79,11,68,206,49,187,61
-108.724817,39.075135,"1",9,14.4,3.5,902.8,31,-9.9,40.9,15.8,-2.5,20.8,-2.5,343,35,20,17,102,72,85,72
-108.724777,39.075226,"1",9,14.4,3.5,902.8,31,-9.9,40.9,15.8,-2.5,20.8,-2.5,343,35,20,17,102,72,85,72
-106.15697,38.871468,"1",4.9,17.7,4.3,806.2,26.5,-14.6,41.1,14.7,-5.2,15.4,-5.2,286,50,10,50,125,36,120,36
-111.549935,34.520812,"1",10.9,16.2,4.6,699.5,30,-5.2,35.2,19.7,13.7,20.2,2.4,652,88,12,41,221,64,179,195
-113.041411,37.690547,"1",7.7,16.7,4.2,789.2,29.2,-10.1,39.3,17.7,10.8,18.2,-2,383,44,15,23,111,72,95,94
-112.202556,35.356089,"1",9.3,15.6,4.4,700,28.3,-6.4,34.7,18.1,12.1,18.6,0.9,492,73,13,39,178,59,150,133
-104.783333,31.707778,"1",15.3,15.9,4.6,688.3,32.3,-2.2,34.5,24.1,11.2,24.1,6.3,196,39,3,82,102,9,102,16
-105.293312,38.402411,"1",8,17.6,4.3,782.3,28.8,-11.4,40.2,18.2,-1.9,18.2,-1.9,360,61,10,50,151,38,151,38
-108.703828,39.100903,"1",10.9,15.9,3.6,949.4,33.8,-9.8,43.6,17.8,-1.6,23.1,-1.6,239,25,14,19,73,47,59,47
-108.244207,32.897512,"1",9.8,18.1,5,662.5,28.3,-7.2,35.5,17.8,13,18.6,1.6,485,99,11,69,253,45,219,97
-104.569182,37.142418,"1",9.8,16.7,4.3,778.2,29.5,-9.1,38.6,20,0,20,0,374,65,11,57,168,36,168,36
-108.730718,39.097041,"1",10.4,15.1,3.5,934.5,32.8,-9.5,42.3,17.2,-1.7,22.5,-1.7,278,29,16,18,84,56,69,56
-113.421234,38.590868,"1",9.6,18.2,4.1,887.7,33.6,-10.6,44.2,20.7,-1.6,21.4,-1.6,216,26,11,27,70,34,60,34
-107.743349,38.209013,"1",6.9,18.2,4.2,834.3,29,-13.9,42.9,17,-3.9,17.6,-3.9,405,47,22,21,132,84,113,84
-109.606047,38.790047,"1",11.3,15.7,3.6,949.9,34.3,-9.1,43.4,18.2,-1,23.6,-1,245,28,12,21,78,50,61,50
-107.219709,39.470741,"1",5.3,17.8,4,870.8,28.3,-15.3,43.6,12,-4.2,16.5,-6,411,38,27,10,113,97,101,97
-109.606823,38.795781,"1",11.4,15.8,3.6,955,34.5,-9.2,43.7,18.3,-1.1,23.7,-1.1,243,28,12,21,77,49,60,49
-105.553405,36.372822,"1",6.8,17.9,4.3,788.7,27.4,-13.6,41,16.2,-3.5,16.9,-3.5,390,70,18,50,172,55,167,55
-109.601809,38.789064,"1",11.3,15.7,3.6,949.9,34.3,-9.1,43.4,18.2,-1,23.6,-1,245,28,12,21,78,50,61,50
-112.04911,35.359271,"1",8.4,15.5,4.4,695.1,27.4,-7.3,34.7,17.2,11.1,17.6,0,522,75,14,39,185,63,156,144
-104.841122,31.895515,"1",11.9,14.4,4.6,620.7,27.6,-3.6,31.2,19.9,7.8,19.9,3.9,284,55,5,81,155,19,155,26
-112.191523,35.237998,"1",8,15.2,4.5,680.7,26.5,-7.2,33.7,16.6,10.6,17,-0.2,575,83,14,40,204,66,172,162
-104.878406,38.871484,"1",8,16.6,4.2,789,28.7,-10.5,39.2,18.5,-1.7,18.5,-1.7,427,73,9,60,194,34,194,34
-112.147673,36.058908,"1",7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411,55,14,32,133,57,115,112
-111.743005,40.627487,"1",4.4,13.6,3.7,790.7,25.1,-11.4,36.5,-4.2,14.9,14.9,-5.1,813,96,35,32,271,114,114,265
-111.971626,36.233157,"1",5.9,14.8,4.2,707.3,25.1,-9.5,34.6,-1.8,8.6,15.3,-2.6,496,59,15,33,161,65,128,149
-114.171578,35.452238,"1",14,14,4,740.3,33,-1.3,34.3,23.4,16.7,23.8,5.1,256,37,5,41,87,27,71,76
-113.966133,35.13992,"1",15.1,14.8,4.2,740,34.2,-0.7,34.9,24.5,17.8,24.9,6.2,227,33,4,42,78,23,62,67
-112.137373,36.058723,"1",7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411,55,14,32,133,57,115,112
-111.197679,38.205617,"1",10.1,15,3.6,881.7,31.5,-9.3,40.8,20.8,-1.2,21.6,-1.2,206,32,10,37,81,34,68,34
-112.1339,36.051314,"1",7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411,55,14,32,133,57,115,112
-112.140026,36.056935,"1",7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411,55,14,32,133,57,115,112
-111.543267,35.525765,"1",10.4,16.1,4.2,773.3,30.7,-7.1,37.8,19.9,13.8,20.5,0.7,354,53,10,39,133,44,109,87
-112.082396,36.052289,"1",7.5,16,4.4,721.3,27.4,-8.7,36.1,16.6,10.4,17,-1.2,418,55,13,34,134,56,115,117
-112.157622,36.067417,"1",7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411,55,14,32,133,57,115,112
-112.136953,36.057239,"1",7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411,55,14,32,133,57,115,112
-112.10958,36.062025,"1",7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415,55,14,33,133,57,115,114
-109.315833,32.02933,"1",11.9,16.6,4.9,623.9,29.5,-3.9,33.4,19.2,15.1,20,4.1,544,115,9,67,272,45,236,123
-110.534317,36.680602,"1",10.4,13.4,3.6,841.1,30.6,-6.6,37.2,20.7,14.2,21.5,-0.1,267,36,8,33,94,36,76,62
-103.968884,36.780862,"1",8.5,16.2,4.3,759.2,27.6,-10,37.6,18.4,-1,18.4,-1,464,86,12,63,219,41,219,41
-109.478331,36.130933,"1",10.6,16.6,4,853.7,32,-8.7,40.7,21,14.6,21.8,-0.2,251,37,8,40,96,33,78,53
-104.377264,36.943564,"1",6.7,16.4,4.3,755.4,26,-12.1,38.1,16.6,-2.9,16.6,-2.9,491,86,16,57,223,54,223,54
-103.968097,36.781466,"1",8.5,16.2,4.3,759.2,27.6,-10,37.6,18.4,-1,18.4,-1,464,86,12,63,219,41,219,41
-103.970856,36.780802,"1",8.5,16.2,4.3,759.2,27.6,-10,37.6,18.4,-1,18.4,-1,464,86,12,63,219,41,219,41
-106.263236,35.777894,"1",10.4,16,4.2,801.4,30.4,-7.6,38,20,0.3,20.8,0.3,344,62,15,51,157,51,143,51
-110.730017,37.51782,"1",14.5,15.8,3.6,968.3,37.4,-6.2,43.6,21.4,19.6,27,1.9,126,16,5,30,46,23,34,25
-110.532964,36.689009,"1",10.4,13.4,3.6,841.1,30.6,-6.6,37.2,20.7,14.2,21.5,-0.1,267,36,8,33,94,36,76,62
-111.770255,34.807613,"1",15.1,17.1,4.6,732.4,35.2,-1.9,37.1,24.2,18.1,24.8,6.2,476,60,9,37,155,52,119,136
-109.849548,38.31707,"1",11,15.7,3.6,928.4,33.7,-9.1,42.8,17.8,15.6,23,-1,248,29,10,25,83,47,64,53
-111.741296,34.890788,"1",13.3,16.5,4.5,717.9,32.8,-3.2,36,22.2,16.2,22.8,4.5,550,66,11,36,172,62,136,163
-103.979907,36.778203,"1",8.5,16.2,4.3,759.2,27.6,-10,37.6,18.4,-1,18.4,-1,464,86,12,63,219,41,219,41
-107.760987,39.587447,"1",7.4,17.9,4,874.1,30.4,-13.5,43.9,13.9,-2,18.6,-4.1,378,37,25,11,106,85,91,85
-107.799515,38.671332,"1",7.7,16.9,3.9,862.6,29.8,-12.5,42.3,14.2,-3.6,18.8,-3.6,347,37,20,19,108,71,90,71
-106.221355,35.861182,"1",9.9,15.7,4.1,794,29.6,-8.1,37.7,19.3,-0.1,20.2,-0.1,358,65,16,52,164,52,150,52
-106.223677,35.86001,"1",9.9,15.7,4.1,794,29.6,-8.1,37.7,19.3,-0.1,20.2,-0.1,358,65,16,52,164,52,150,52
-105.887767,35.68966,"1",8.1,16.2,4.3,738.4,27.3,-9.7,37,16.9,-1.2,17.7,-1.2,450,83,22,55,211,68,197,68
-109.446387,32.147135,"1",14.3,17.4,5,661.6,32.5,-2.3,34.8,22.2,17.6,23,6.1,426,90,7,69,217,33,186,95
-105.365323,39.573842,"1",3.6,16.8,4.3,740.8,24,-14.2,38.2,13.4,-5.5,13.4,-5.5,476,67,17,41,180,60,180,60
-107.85,39.96666,"1",5.1,17.6,4.1,843.6,27.8,-14.8,42.6,3.9,-5.7,16,-5.7,450,43,31,10,125,101,111,101
-107.67472,35.27111,"1",6.7,16.6,4.4,745.9,26.4,-11.3,37.7,15.6,10.2,16.4,-2.8,414,74,18,50,186,57,159,82
-104.96555,39.74555,"1",10.1,15.3,3.8,835.9,30.8,-8.6,39.4,18.6,-0.1,21.3,-0.1,404,67,13,46,162,44,135,44
-111.83111,36.03194,"1",7.6,15.6,4.2,735.5,27.5,-8.8,36.3,16.8,10.7,17.3,-1.4,398,53,12,33,131,54,111,110
-106.398475,35.086831,"1",9.1,15.8,4.2,748.4,28.6,-8.3,36.9,18,12.9,18.9,-0.3,445,73,23,45,191,74,172,85
-110,40,"1",7.8,16.5,3.5,1023.5,31.8,-15.1,46.9,15.3,-6.2,20.6,-6.2,208,23,11,22,67,38,58,38
-105,39,"1",2,15.8,4.2,755,21.7,-15.8,37.5,11.9,-7.3,11.9,-7.3,551,90,15,52,236,59,236,59
-104.826976,31.898318,"1",13.7,15,4.5,654.6,30,-2.8,32.8,22.1,9.6,22.1,5.2,193,42,2,86,108,8,108,14
-112.115135,36.062699,"1",7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415,55,14,33,133,57,115,114
-111.98714,35.998637,"1",7,15.7,4.4,713.7,26.6,-9,35.6,16,9.9,16.5,-1.6,444,58,14,33,143,59,123,126
-111.816621,36.035896,"1",7.6,15.6,4.2,735.5,27.5,-8.8,36.3,16.8,10.7,17.3,-1.4,398,53,12,33,131,54,111,110
-104.9656,39.7456,"1",10.1,15.3,3.8,835.9,30.8,-8.6,39.4,18.6,-0.1,21.3,-0.1,404,67,13,46,162,44,135,44
-112.17,40.65,"1",5.7,13.2,3.5,814.2,26.9,-10.3,37.2,-0.3,16.6,16.6,-4.1,698,83,32,27,223,106,106,208
-114.1592,38.9124,"1",8.1,17.5,4.2,806.5,31.1,-10.3,41.4,6.1,-0.6,19,-1.6,319,35,19,18,96,63,79,64
-104.935,36.8831,"1",5.8,17.5,4.3,771.9,25.9,-14,39.9,15.7,-4.2,15.7,-4.2,430,75,15,55,191,50,191,50
-104.935,36.8831,"1",5.8,17.5,4.3,771.9,25.9,-14,39.9,15.7,-4.2,15.7,-4.2,430,75,15,55,191,50,191,50
-104.9656,39.7456,"1",10.1,15.3,3.8,835.9,30.8,-8.6,39.4,18.6,-0.1,21.3,-0.1,404,67,13,46,162,44,135,44
-109.1755,40.89433,"1",7.5,17.2,3.9,893.8,31.3,-12.5,43.8,11.8,-4,19.1,-4,239,29,9,29,79,36,62,36
-107.2224,39.420258,"1",6.1,17.9,4,881.3,29.4,-14.7,44.1,12.9,-3.4,17.4,-5.4,411,38,27,9,111,97,98,98
-109.73621,38.486344,"1",11.5,15.9,3.6,938.1,34.4,-8.9,43.3,18.3,16.2,23.6,-0.7,244,29,11,22,79,50,61,52
-105.835542,32.950923,"1",11.2,14.9,4.5,653.6,27.8,-4.6,32.4,18.7,10.5,19.7,3,458,90,11,64,234,53,213,80
-106.961225,40.295526,"1",3.9,17.2,4,874.3,26.6,-15.6,42.2,-5.8,-5.9,15,-7.5,492,46,36,6,128,119,122,123
-108.953888,38.702613,"1",10.4,15.4,3.6,900.2,32.3,-9.5,41.8,17,-1.3,22,-1.3,310,34,15,21,96,64,77,64
-104.698083,36.799667,"1",7,17.2,4.4,758.5,26.6,-12.2,38.8,16.8,-2.7,16.8,-2.7,431,80,13,64,205,42,205,42
-106.286252,35.097683,"1",9.5,16,4.2,762.3,29.3,-8.2,37.5,18.5,13.5,19.5,-0.1,418,69,22,47,182,73,164,75
-105.672675,36.679916,"1",6.8,18,4.2,839.3,28.2,-14.5,42.7,16.7,-4.4,17.4,-4.4,312,56,13,48,138,44,130,44
-112.1174,36.06628,"1",7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415,55,14,33,133,57,115,114
-112.1184,36.04881,"1",7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415,55,14,33,133,57,115,114
-112.128,36.05361,"1",7.8,16.2,4.4,721.5,27.8,-8.5,36.3,16.9,10.6,17.3,-0.9,411,55,14,32,133,57,115,112
-111.959953,36.039246,"1",10.7,16.5,4.3,778.9,31.4,-6.8,38.2,20.3,14.1,20.9,1,297,43,10,34,102,42,87,75
-105.923033,35.700168,"1",9.2,16.4,4.3,773.2,28.8,-9,37.8,18.4,-0.5,19.3,-0.5,395,74,19,57,189,58,175,58
-109.577636,38.71525,"1",11.8,16,3.6,951.9,35,-8.8,43.8,18.7,-0.6,24.1,-0.6,241,28,11,21,75,49,58,49
-105.562477,36.544949,"1",3.7,17.2,4.4,745.2,23.6,-15.4,39,12.7,-5.9,13.3,-5.9,511,84,28,42,206,86,200,86
-109.44504,38.43991,"1",10.6,15.5,3.6,910.5,33.1,-9.1,42.2,17.4,15.1,22.5,-1.1,288,33,12,21,91,57,71,63
-111.963528,36.170115,"1",5.8,14.8,4.3,702.4,24.9,-9.5,34.4,-1.9,8.5,15.1,-2.6,504,60,15,33,163,65,130,152
-107.891663,39.658084,"1",5.3,17.1,4,837.1,27.6,-14.4,42,4.2,-5.4,16.2,-5.4,446,43,29,11,124,100,107,100
-105.184717,40.768467,"1",7.6,15.4,3.9,805,28.5,-10.1,38.6,15.9,-2.2,18.4,-2.2,375,63,10,52,162,32,137,32
-108.15874,33.03598,"1",10.7,19.3,5.2,676.3,29.9,-7.1,37,18.9,13.9,19.6,2.3,437,88,10,70,232,42,195,81
-112.120556,36.055,"1",7.6,16.1,4.4,720.4,27.5,-8.7,36.2,16.7,10.5,17.1,-1.1,415,55,14,33,133,57,115,114
-108.15874,33.03598,"1",10.7,19.3,5.2,676.3,29.9,-7.1,37,18.9,13.9,19.6,2.3,437,88,10,70,232,42,195,81
-113.64,36.07,"1",12.6,15.3,4.2,754.4,32.6,-3.4,36,22.2,15.5,22.7,3.6,320,44,9,37,105,41,89,91
-113.56,36.37,"1",11.8,15.1,4.1,753.5,31.8,-4.2,36,3.8,14.7,21.9,2.8,358,46,10,34,113,48,94,103
-108.65,39.04,"1",10.1,14.6,3.5,918.9,32.2,-9.3,41.5,16.9,-1.7,22.1,-1.7,300,32,17,18,92,61,75,61
-111.66,39.19,"1",5.9,15.8,3.9,835.1,27.7,-12.5,40.2,12.5,9.4,16.9,-4.6,352,34,21,11,96,80,84,86
-112.3,38.09,"1",6,18.4,4.4,791.8,28.4,-13.2,41.6,15.9,9.3,16.4,-3.9,332,45,17,25,111,70,96,71
-111.98,40.44,"1",8.4,14,3.5,863.8,30.6,-8.7,39.3,7.1,19.9,19.9,-2.4,549,62,26,24,173,88,88,148
-105.7194,38.0325,"1",5.6,17.4,4.2,821.7,26.6,-14.8,41.4,15.3,-5.1,16.1,-5.1,285,52,9,54,129,32,122,32
-109.255975914878,37.1717021726036,"0",12.3,16.8,3.8,930.4,35.1,-8.3,43.4,19,16.9,24.3,0.2,229,29,6,29,76,33,51,58
-113.679708876652,40.9007560460651,"0",10.3,13.6,3.2,948.1,33.3,-8.4,41.7,14.7,-1.7,22.8,-1.7,177,26,10,30,64,30,49,30
-111.959351300939,37.7979225961774,"0",4.7,17,4.2,782.7,25.9,-14,39.9,14.4,7.9,14.9,-5.2,336,50,16,29,121,61,103,74
-108.098181875832,37.8805970211518,"0",0.9,16,4.2,727.6,20.4,-16.9,37.3,9.9,3.7,10.3,-8,764,82,35,20,230,137,197,194
-106.723119355825,33.9089657392599,"0",13.4,18.7,4.7,774.1,33.5,-6.1,39.6,22.4,8.9,23.4,3.5,260,54,9,69,137,28,115,35
-111.050197154293,39.9547621959986,"0",3.5,15.2,3.6,873.4,25.1,-16.1,41.2,-6.3,7.3,14.7,-7.9,435,41,27,10,120,93,99,119
-105.934481892984,32.4652637516271,"0",16.1,17.5,4.6,758.6,34.9,-2.7,37.6,24.7,11.6,25.8,6.4,264,52,6,66,138,23,122,39
-108.494157410142,35.1660431230417,"0",8.5,18.3,4.5,779.1,29.3,-10.8,40.1,18,12,18.6,-1.4,351,60,13,46,149,44,126,75
-114.835688069898,38.4608432418355,"0",8.4,18,4.3,801.8,31,-10.7,41.7,7,-0.7,19,-1.6,282,28,17,13,78,62,70,64
-115.38248782762,37.4319581784509,"0",11.1,16.3,4.2,776.8,32.2,-6.3,38.5,3,14.2,21.5,1.6,251,27,9,25,79,44,59,73
-110.840324661296,30.9645122229087,"0",17.9,18.1,5.2,621.8,35.4,1,34.4,25.5,20.5,25.9,10.3,504,124,6,82,282,31,244,112
-103.995244040994,38.6354073028554,"0",9.3,17.6,4,886.6,31.5,-11.7,43.2,20.9,-2,20.9,-2,325,65,6,71,162,21,162,21
-109.736470531181,37.7941804360609,"0",7.6,13.8,3.6,842.9,28.4,-9.8,38.2,18,11.3,18.8,-2.9,388,45,14,25,123,61,100,98
-115.753856821506,33.6851415863041,"0",19.6,15.8,4.4,728,39,3.2,35.8,12,22.2,29.2,10.7,147,23,1,47,50,10,37,50
-103.937347409702,39.8777071199663,"0",9.3,16.9,3.9,902.1,31.9,-11.4,43.3,18.5,-2.1,21.2,-2.1,371,67,7,65,180,25,159,25
-114.216272689778,37.5919893954391,"0",9.3,15.9,4.1,790.3,30.7,-7.9,38.6,0.9,12.4,19.9,-0.3,339,39,11,24,103,59,79,91
-102.704641794833,36.8204067146256,"0",12.5,17,4.1,846.6,33.1,-7.6,40.7,21.2,1.8,23.5,1.8,404,68,9,64,186,27,185,27
-101.35886723577,38.0210224629579,"0",11.8,16.4,3.7,942.9,33.8,-9.5,43.3,21.5,-0.3,24,-0.3,439,72,9,64,209,28,196,28
-114.005486011899,34.9901653169826,"0",16.3,14.8,4.2,752.1,35.5,0.3,35.2,25.9,19.1,26.3,7.3,218,31,4,41,73,21,58,67
-113.687060786368,36.9658444075556,"0",16.1,16.5,4,861.1,37.9,-2.5,40.4,7.4,20.1,27.5,5.4,228,30,5,34,83,31,46,72
-111.820210806551,36.5153655850581,"0",12.3,15.6,3.9,842.4,33.5,-5.8,39.3,22.5,16.2,23.3,1.7,201,28,8,30,67,31,58,52
-103.974553396324,40.8909322553609,"0",7.9,17.1,4,888.2,30.7,-12,42.7,17,-3.1,19.7,-3.1,380,66,5,71,196,21,175,21
-110.661274788618,32.8306707658972,"0",19.7,16.3,4.4,759.2,38.3,1.8,36.5,28.8,23.3,29.5,10.1,367,58,7,50,146,26,118,106
-106.439622594766,36.5720727405893,"0",4.8,17.3,4.3,774,25.4,-14.7,40.1,14.2,8.3,14.7,-5.2,489,76,28,34,183,88,167,104
-101.376204447028,38.2039489981275,"0",11.4,16.6,3.7,949.8,33.7,-10,43.7,21.3,-0.7,23.8,-0.7,436,71,9,63,208,28,194,28
-102.810139249981,35.7606819539037,"0",13.3,17.1,4.2,832.2,33.2,-7.1,40.3,24.1,2.6,24.1,2.6,411,70,9,65,197,29,197,29
-107.650991176839,40.1590374867752,"0",3.3,16.5,4,831.2,25.2,-15.5,40.7,1.8,11.6,14.1,-7.1,509,50,35,10,140,121,122,121
-105.830521115059,40.9520026151459,"0",2.1,14.8,4,765.4,22.6,-13.9,36.5,9.8,-7.1,12.2,-7.1,509,58,28,24,167,89,160,89
-110.018189456249,31.2678057153435,"0",13.7,15.6,4.8,604.6,30.9,-1.5,32.4,20.5,16.9,21.5,6.1,532,128,8,80,291,46,266,108
-102.949611634682,31.9748631579305,"0",17.4,16.4,4.4,760,35,-2.2,37.2,25.8,9.3,26.9,7.3,335,60,8,59,146,32,128,32
-108.957977580917,35.2315616593512,"0",9,17.8,4.5,783.3,29.6,-9.9,39.5,18.6,12.5,19.2,-0.9,330,56,11,48,140,38,118,68
-109.789956519712,33.5712844029921,"0",10.2,17.4,4.7,696.1,29.3,-7.1,36.4,18.7,13.2,19.3,1.5,548,93,14,52,238,51,200,133
-102.110423723078,34.7979128660697,"0",13.6,16.1,4.1,805.8,32.5,-6,38.5,23.9,3.1,23.9,3.1,470,84,11,62,217,37,217,37
-109.899642355784,38.9574381733254,"0",11.2,16.5,3.6,980.9,34.8,-10.4,45.2,18.2,-1.7,23.7,-1.7,211,25,11,24,70,41,54,41
-109.518668303414,37.8040149059498,"0",4.6,13.3,3.6,787.2,24.3,-11.8,36.1,14.4,7.7,15,-5.1,534,60,20,24,165,84,136,138
-116.929039954795,36.7961275627461,"0",14.4,15.6,3.9,832.8,35.5,-3.6,39.1,6,18.1,25.4,4.1,134,19,5,34,48,23,29,48
-104.989196612305,39.0095800056326,"0",2.1,15.8,4.2,755,21.8,-15.6,37.4,12,-7.2,12,-7.2,548,89,15,51,233,59,233,59
-114.031470233429,34.4198712603854,"0",20.4,15.8,4.2,791.4,40.2,2.9,37.3,12.2,23.6,30.8,10.7,188,26,2,45,65,14,44,63
-110.612525160215,38.9822009235626,"0",8.9,15.9,3.6,932.8,31.6,-11.7,43.3,20.1,-3.2,21,-3.2,219,29,13,29,79,40,67,40
-105.011042664305,32.2509843290956,"0",16.1,17,4.6,728.3,34.1,-2.5,36.6,24.3,11.9,25.4,6.7,249,47,5,72,129,18,115,26
-105.582551570248,36.4699092973376,"0",6.8,18,4.2,812.9,27.8,-14.1,41.9,16.5,-3.9,17.1,-3.9,358,64,16,50,157,50,152,50
-103.014689267501,37.3381404868582,"0",11.1,16.8,4.1,844.9,31.9,-8.8,40.7,19.8,0.4,22.1,0.4,399,70,9,61,184,30,176,30
-108.581609807096,32.8201191302813,"0",12.9,19.5,5.1,712,32.6,-5.5,38.1,21.6,16.3,22.3,4.1,394,75,8,65,197,32,163,87
-109.923860776774,34.1048029922487,"0",8.9,17.5,4.8,688.5,28.1,-8.3,36.4,17.4,11.9,17.9,0.3,601,89,15,44,232,57,190,157
-109.304429846883,30.7859738507564,"0",18.7,19.3,5,687.6,37.7,-0.4,38.1,26.6,18.1,27.2,9.9,339,95,4,88,196,22,173,70
-111.652309029583,40.4006776978052,"0",0.8,12.4,3.6,750.4,20.1,-13.9,34,-7.4,10.9,10.9,-7.8,907,110,42,31,309,140,140,301
-111.607193852834,34.7202368589703,"0",11.1,16.2,4.5,707,30.4,-5.1,35.5,20,14,20.5,2.5,611,80,11,40,203,64,163,180
-112.703244023424,39.7725251719605,"0",10.1,16,3.6,936.8,34,-9.7,43.7,9,22.5,22.5,-1.7,209,25,14,19,68,44,44,44
-115.571655431607,37.7396555447125,"0",9.3,16.2,4.2,766.1,30.3,-7.9,38.2,1.3,12.3,19.6,0,288,30,12,22,90,52,67,86
-106.118412372111,41.217370457226,"0",4.3,15.1,4,792.4,25.5,-11.9,37.4,12.4,-5.3,14.8,-5.3,399,45,20,24,131,69,124,69
-115.102476181504,39.6104773505647,"0",7.3,17,4.1,811.7,30,-11.2,41.2,5.9,-2.8,18,-2.8,278,32,18,15,84,62,65,62
-111.653226294967,42.3022094796965,"0",3.8,14.9,3.7,852.1,26.1,-13.6,39.7,2.3,14.3,14.8,-7,444,47,26,14,125,91,95,118
-115.140691299348,37.7110761300101,"0",12.4,17.6,4.2,816.5,34.6,-6.4,41,4,16,23.2,2.2,208,22,8,20,60,41,49,53
-115.477709697596,36.5847029817755,"0",16.3,16.8,4.2,813.7,37.6,-2,39.6,8.1,20,27.1,6.3,129,16,4,32,41,20,34,37
-112.164990988504,37.9951456913485,"0",2.9,16.5,4.2,756,23.7,-15,38.7,12.4,5.7,12.8,-6.5,450,58,21,24,144,84,125,109
-105.110121609949,32.1507890961971,"0",16.7,17.5,4.6,742.4,35,-2.4,37.4,25,12.4,26.1,7.1,237,45,5,71,122,18,108,25
-115.835953052475,39.9879264712689,"0",5.8,15.2,3.9,779.9,27.6,-10.7,38.3,3.7,15.9,16.3,-3.6,396,42,20,20,122,70,77,106
-107.885200021536,41.8349807471608,"0",5.3,15.2,3.6,933.8,28.8,-13.3,42.1,9.7,-6.7,17.5,-6.7,210,31,8,38,77,27,64,27
-106.925664622925,31.085505479101,"0",17.6,19.1,4.9,752.7,37.4,-1.5,38.9,26,17.3,27.1,7.9,208,47,5,83,127,18,102,26
-112.547597544011,41.0879558530056,"0",10.6,13.1,3.2,936.8,33.3,-7.6,40.9,9.7,22.2,23,-1.3,343,42,18,24,115,65,67,74
-106.621599020423,38.3824890990639,"0",2.3,18.4,4,905,24.5,-20.6,45.1,12.9,6.7,13.5,-9.9,379,51,24,27,134,75,122,87
-107.291102622695,40.9800694587344,"0",4.5,16.3,3.8,890.8,27.6,-14.5,42.1,3.5,-5.3,16.1,-6.9,385,39,25,12,108,83,97,83
-113.65469923616,41.8581972889121,"0",4.3,14.9,3.7,820.9,26.4,-13.2,39.6,7.3,10.9,15.2,-5.8,415,46,27,16,119,84,98,111
-115.206050284728,40.3486877753393,"0",7.1,16.2,4,806,29.5,-10.6,40.1,5.7,17.3,17.8,-2.9,345,38,16,23,107,56,65,95
-116.092212925967,36.7170856435784,"0",15.5,15.4,4,803,36,-1.8,37.8,5.7,19.1,26.1,5.7,151,22,4,40,55,22,36,55
-103.859372767676,41.5966725191447,"0",8.2,16.3,3.9,885.8,30.6,-11.1,41.7,17.4,-2.8,20.1,-2.8,397,72,10,61,194,32,157,32
-106.094900623962,35.2311201856017,"0",9.9,16.8,4.3,785.1,30.2,-8.5,38.7,19.2,-0.1,20.1,-0.1,365,65,16,53,169,53,154,53
-110.516523099256,37.0884223756195,"0",12,13.3,3.4,890.6,32.7,-6,38.7,22.8,16.3,23.7,0.7,206,27,7,31,72,30,58,47
-108.44665277836,42.4144028733953,"0",3.9,14.9,3.6,911.8,26.7,-14.6,41.3,8,-7.5,15.9,-7.5,285,42,16,30,104,54,72,54
-106.539498522918,37.5699711004722,"0",1.5,16,4.2,767.5,20.8,-17.2,38,10.8,4.8,11.4,-8.2,662,78,33,23,207,114,180,159
-105.471983142355,41.8156143356845,"0",4.9,14.7,3.9,798.8,26.2,-11.3,37.5,13,-4.9,15.6,-4.9,362,58,13,47,154,40,129,40
